user_id,email,birthday,user_created_at,opening_balance,movement_id,movement_type,movement_value,movement_created_at,movement_updated_at
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,50,credit,20412.07,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,54,debit,3652.902,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,55,debit,24041.76,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,57,debit,5744.114,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,61,credit,7949.466,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,65,credit,3057.487,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,71,reversal,14104.766,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,75,debit,67737.587,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,77,reversal,57084.979,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,79,credit,47157.579,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,80,debit,51476.374,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,81,credit,52202.442,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,84,credit,94591.257,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,89,reversal,39110.804,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,94,reversal,75907.076,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,95,debit,50879.364,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,97,debit,64230.47,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,100,reversal,61734.972,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,108,debit,45905.953,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,112,debit,34646.371,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,116,reversal,90102.72,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,117,credit,35195.987,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,119,debit,25478.536,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,123,reversal,3655.659,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,130,debit,15122.231,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,135,reversal,80854.964,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,136,reversal,8667.281,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,138,credit,11004.878,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,141,credit,41097.402,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,145,debit,13293.613,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,146,credit,53136.116,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,147,reversal,49308.067,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,148,debit,72890.939,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,149,debit,91942.842,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,153,debit,45177.556,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,154,credit,9971.808,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,155,reversal,98765.704,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,158,credit,42096.884,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,159,credit,39021.727,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,162,debit,35185.983,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,163,reversal,76373.306,"2021-03-01 05:29:05","2021-03-01 05:29:05"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,165,debit,68588.637,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,169,credit,66061.623,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,170,credit,34982.236,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,172,credit,53540.902,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,180,credit,76332.491,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,185,reversal,10853.769,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,186,reversal,67532.952,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,187,debit,40544.382,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,189,debit,44088.859,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,191,credit,73721.051,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,199,debit,34193.343,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,200,reversal,35170.931,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,202,debit,42430.132,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,211,debit,10270.668,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,212,debit,97178.921,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,214,reversal,91031.633,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,221,reversal,63831.708,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,222,debit,87801.68,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,224,credit,94728.231,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,227,credit,96071.384,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,231,reversal,94044.917,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,233,debit,47101.492,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,239,reversal,49552.81,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,254,reversal,51799.661,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,260,credit,60915.9,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,265,reversal,11399.994,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,266,credit,60117.953,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,267,reversal,82775.869,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,271,credit,4531.954,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,277,reversal,14636.586,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,280,reversal,9809.897,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,281,credit,30721.35,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,282,reversal,96640.793,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,285,reversal,42307.354,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,290,debit,14592.661,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,291,credit,3772.415,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,293,reversal,91881.992,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,295,credit,19227.601,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,297,credit,70530.81,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,307,credit,62945.875,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,309,credit,2379.408,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,316,reversal,85058.643,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,321,reversal,32778.899,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,324,debit,37692.81,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,329,debit,89054.903,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,338,reversal,73901.284,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,344,credit,51806.102,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,348,reversal,22901.757,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,349,debit,59969.781,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,350,credit,39672.743,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,352,credit,92791.744,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,359,debit,39297.656,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,360,debit,84072.433,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,361,debit,69143.724,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,362,credit,15540.447,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,369,debit,34213.758,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,370,reversal,77212.887,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,371,credit,93566.993,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,373,debit,62179.021,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,374,reversal,29912.896,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,378,reversal,32640.628,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,379,reversal,40759.437,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,380,credit,85965.436,"2021-03-01 05:29:06","2021-03-01 05:29:06"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,391,debit,95459.327,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,392,reversal,29627.54,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,393,credit,8471.343,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,394,reversal,91396.697,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,398,reversal,60818.747,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,402,debit,88633.217,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,407,credit,35305.757,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,413,reversal,33295.694,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,421,debit,60745.907,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,423,debit,6627.266,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,424,credit,52854.737,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,427,credit,3523.719,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,429,debit,73168.759,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,430,debit,66944.12,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,432,reversal,4169.603,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,436,reversal,58293.341,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,437,debit,1117.625,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,438,reversal,6104.437,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,443,credit,99593.142,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,450,reversal,5499.593,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,454,debit,50824.246,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,457,reversal,24912.737,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,458,reversal,29150.009,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,462,credit,21786.315,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,466,credit,78209.088,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,467,debit,90176.999,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,468,debit,38944.751,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,470,reversal,4719.875,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,472,credit,46785.621,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,473,reversal,4619.8,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,474,reversal,85127.337,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,475,credit,20718.01,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,478,reversal,14567.584,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,479,credit,2162.877,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,482,reversal,90090.701,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,486,reversal,1040.761,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,487,debit,63963.674,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,488,reversal,45640.335,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,489,reversal,96134.352,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,491,debit,8136.107,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,493,reversal,71212.991,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,496,reversal,56310.367,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,498,debit,45490.261,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,503,credit,70593.135,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,509,reversal,5345.069,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,511,reversal,11373.56,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,520,reversal,31580.532,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,525,credit,61690.501,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,526,credit,89189.597,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,528,credit,44369.184,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,530,credit,28752.619,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,534,debit,64306.09,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,535,debit,37381.769,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,537,reversal,87218.175,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,538,debit,92725.726,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,543,reversal,70933.445,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,544,debit,36392.836,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,545,debit,3382.574,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,546,credit,88543.6,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,548,credit,35707.318,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,549,reversal,276.927,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,550,credit,98414.463,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,554,reversal,11796.638,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,556,debit,12326.136,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,563,credit,86096.894,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,564,credit,36347.677,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,567,debit,64186.202,"2021-03-01 05:29:07","2021-03-01 05:29:07"
1,milo58@example.org,1983-04-26,"2021-03-01 05:29:04",91869.707,568,debit,49616.513,"2021-03-01 05:29:07","2021-03-01 05:29:07"
